indicator_code,indicator_name,last_published,days_since,status
TB_c_newinc,Tuberculosis - new and relapse cases,2025-11-11,314,ok
uweight5,Underweight prevalence in children aged < 5 years (%),,,empty
TB_e_inc_num,Number of incident tuberculosis cases,2025-11-11,314,ok
TB_e_mort_exc_tbhiv_num,"Number of deaths due to tuberculosis, excluding HIV",2025-11-11,314,ok
UV_1,UV radiation,2013-06-11,4850,ok
W21_emissions_A,Cigarette packaging and labelling must not display quantitative information on emission yields (such as tar nicotine and carbon monoxide) including when used as part of a brand nam,2015-08-14,4056,ok
uweight3,Underweight prevalence in children aged < 3 years (%),,,empty
VIOLENCE_BULLIED,"Bullied, past 30 days (%)",,,empty
SUNBEDREG_SAFETY,Safety requirements,2021-06-10,1929,ok
W2_pc_front_back_C,Percentage of principal display area mandated to be covered by health warnings - front and back of smokeless tobacco packaging,2023-12-13,1013,ok
TB_c_mdr_tsr,Treatment success rate for patients treated for MDR-TB (%),2025-11-11,314,ok
TB_c_tbhiv_tsr,Treatment success rate: HIV-positive TB cases,2025-11-11,314,ok
TB_c_new_tsr,Treatment success rate: new TB cases,2025-11-11,314,ok
TB_e_inc_num_014,Number of incident tuberculosis cases in children aged 0 - 14,2025-11-11,314,ok
TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases),2024-10-28,693,ok
TB_e_mdr_num,Estimated MDR-TB cases among notified pulmonary TB cases,,,empty
UHC_SCI_INFECT,UHC Service Coverage sub-index on infectious diseases,2025-12-05,290,ok
TB_e_prev_num,Number of prevalent tuberculosis cases,2015-10-15,3994,ok
TB_effective_treatment_coverage,Tuberculosis effective treatment coverage (%),,,empty
UNICEF_PNCMOTHER,Women age 15-49 years who received a health check within 2 days after delivery of their most recent live birth in the last 2 years (%),2019-05-17,2684,ok
VIOLENCE_EXTENTIMP_CHILDPROTECTION,Extent of implementation of child protection services,2014-11-25,4318,ok
VIOLENCE_EXTENTIMP_ELDERCAREGIVER,Elder abuse: Extent of implementation  of caregiver-support programmes,2014-11-25,4318,ok
UV_2,UV radiation attributable deaths,2013-06-11,4850,ok
VIOLENCE_EXTENTIMP_VICTIMSMEDICOLEGAL,Extent of implementation of medico-legal services for victims of sexual violence,2014-11-25,4318,ok
TB_mdr,Confirmed cases of MDR-TB,2013-10-10,4729,ok
VIOLENCE_EXTENTIMP_PARTNERVIOLPREVENTION,Intimate partner violence: Extent of implementation  of dating violence prevention programmes,2014-11-25,4318,ok
W22_emissions_qual_A,Cigarette packaging and labelling must display qualitative information on relevant constituents and emissions,2023-12-14,1012,ok
W23_emissions_front_back_A,Cigarette packaging and labelling must display qualitative information on constituents and emissions on one or more of the principal display areas,2023-12-14,1012,ok
W23_emissions_front_back_B,Other smoked tobacco packaging and labelling must display qualitative information on constituents and emissions on one or more of the principal display areas,2023-12-14,1012,ok
W24_exp_date_B,Other smoked tobacco packaging and labelling must not display expiry dates,2023-12-14,1012,ok
W26_plain_packaging_A,Plain packaging of cigarettes is mandatory (ie. the use of logos colours brand images or promotional information on packaging other than brand names and product names displayed in ,2023-12-14,1012,ok
W1_HW_law_C,Law mandates that health warnings appear on smokeless tobacco packages,2023-12-13,1013,ok
W4_pc_back_C,Percentage of principal display area mandated to be covered by health warnings - back of smokeless tobacco packaging,2023-12-13,1013,ok
vita,Children aged 6-59 months who received vitamin A supplementation (%),,,empty
W12_imports_dutyfree_C,Health warnings on smokeless tobacco packaging law applys to products whether manufactured domestically imported AND for duty-free sale,2023-12-13,1013,ok
W1_HW_law_B,Law mandates that health warnings appear on other smoked tobacco packages,2023-12-14,1012,ok
VIOLENCE_HOMICIDERATE,Estimates of rates of homicides per 100 000 population,2025-02-13,585,ok
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS,Youth violence: Extent of implementation of life-skills and social development programmes,2014-11-25,4318,ok
VIOLENCE_HOMICIDENUM,Estimates of number of homicides,2021-02-09,2050,ok
W1_HW_law_A,Law mandates that health warnings appear on tobacco packages,2023-12-14,1012,ok
W10_graphic_A,Do the health warnings on cigarette packaging include a photograph or graphic?,2023-12-14,1012,ok
W11_outside_pack_B,Do health warnings appear on each other smoked tobacco package and any outside packaging and labelling used in the retail sale?,2023-12-14,1012,ok
W13_ind_liability_A,Health warnings on cigarette packaging do not remove or diminish the liability of the tobacco industry,2023-12-14,1012,ok
W12_imports_dutyfree_A,Health warnings on cigarette packaging law applys to products whether manufactured domestically imported AND for duty-free sale,2023-12-14,1012,ok
WSH_10_SAN,Number of diarrhoea deaths from inadequate sanitation,2022-11-07,1414,ok
WSH_10_WAT,Number of diarrhoea deaths from inadequate water,2022-11-01,1420,ok
WSH_3,"Water, sanitation and hygiene attributable deaths per 100'000 capita",2013-06-11,4850,ok
WSH_20_SAN,Attributable fraction of diarrhoea to inadequate sanitation,2022-11-02,1419,ok
WSH_30_HYG,Number of diarrhoea DALYs from inadequate hygiene,2022-11-07,1414,ok
W13_ind_liability_B,Health warnings on other smoked tobacco packaging do not remove or diminish the liability of the tobacco industry,2023-12-14,1012,ok
W17_fines_C,Health warnings on smokeless tobacco packaging law requires or establishes fines for violations,2023-12-13,1013,ok
W18_misleading_terms_A,Ban on deceitful terms on cigarette packaging,2023-12-14,1012,ok
W14_harm_effects_C,Do health warnings on smokeless tobacco packaging describe the harmful effects of tobacco use on health?,2023-12-13,1013,ok
W15_specific_hw_C,Does the law mandate specific health warnings on smokeless tobacco packaging?,2023-12-13,1013,ok
W18_misleading_terms_B,Ban on deceitful terms on other smoked tobacco packaging,2023-12-14,1012,ok
WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),2026-01-23,241,ok
WSH_5,"Water, sanitation and hygiene attributable DALYs ('000)",2013-06-11,4850,ok
W16_number_hw_A,How many health warnings are approved by the law for cigarette packaging?,2023-12-14,1012,ok
WSH_6,"Water, sanitation and hygiene attributable DALYs ('000) in children under 5 years",2013-06-11,4850,ok
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),2026-01-23,241,ok
WSH_7,"Water, sanitation and hygiene attributable DALYs per 100'000 capita",2013-06-11,4850,ok
W20_flavours_A,Cigarette packaging and labelling must not use descriptors depicting flavours,2023-12-14,1012,ok
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),2026-01-23,241,ok
W21_emissions_quant_B,Other smoked tobacco packaging and labelling must not display quantitative information on emission yields (such as tar nicotine and carbon monoxide) including when used as part of ,2023-12-14,1012,ok
W25_quitline_number_B,The quit line number must appear on other smoked tobacco packaging or labelling,2023-12-14,1012,ok
W19_colours_numbers_A,Cigarette packaging and labelling must not use figurative or other signs including colors or numbers as substitutes for prohibited misleading terms and descriptors,2023-12-14,1012,ok
W2_pc_front_back_A,Percentage of principal display area mandated to be covered by health warnings - front and back of cigarette packaging,2023-12-14,1012,ok
TB_hivtest_pct,TB patients with known HIV status (%),2025-11-11,314,ok
W24_exp_date_C,Smokeless tobacco packaging and labelling must not display expiry dates,2023-12-13,1013,ok
W23_emissions_front_back_C,Smokeless tobacco packaging and labelling must display qualitative information on constituents and emissions on one or more of the principal display areas,2023-12-13,1013,ok
W25_quitline_number_A,The quit line number must appear on cigarette packaging or labelling,2023-12-14,1012,ok
W3_pc_front_B,Percentage of principal display area mandated to be covered by health warnings - front of other smoked tobacco packaging,2023-12-14,1012,ok
W5_top_side_A,Health warnings on cigarette packaging must be placed at the top of the principal display areas of the package,2023-12-14,1012,ok
W4_pc_back_A,Percentage of principal display area mandated to be covered by health warnings - back of cigarette packaging,2023-12-14,1012,ok
W20_flavours_B,Other smoked tobacco packaging and labelling must not use descriptors depicting flavours,2023-12-14,1012,ok
W21_emissions_quant_C,Smokeless tobacco packaging and labelling must not display quantitative information on emission yields (such as tar nicotine and carbon monoxide) including when used as part of a b,2023-12-13,1013,ok
W26_plain_packaging_B,Plain packaging of other smoked tobacco products is mandatory (ie. the use of logos colours brand images or promotional information on packaging other than brand names and product ,2023-12-14,1012,ok
W3_pc_front_A,Percentage of principal display area mandated to be covered by health warnings - front of cigarette packaging,2023-12-14,1012,ok
W27_smokeless_prod_ban,The sale of all smokeless tobacco products is completely banned,,,empty
W26_plain_packaging_C,Plain packaging of smokeless tobacco products is mandatory (ie. the use of logos colours brand images or promotional information on packaging other than brand names and product nam,2023-12-13,1013,ok
UV_3,UV radiation attributable DALYs ('000),2013-06-11,4850,ok
WSH_8,"Water, sanitation and hygiene  attributable DALYs per 100'000 children under 5 years",2013-06-11,4850,ok
VIOLENCE_CHILD_EMOTIONAL,Lifetime prevalence of child emotional abuse (%),2023-08-10,1138,ok
UV_5,UV radiation attributable DALYs per 100'000 capita,2013-06-11,4850,ok
VIOLENCE_CHILD_SEXUAL,Lifetime prevalence of child sexual abuse (%),2023-08-10,1138,ok
VIOLENCE_CHILD_PHYSICAL,Lifetime prevalence of child physical abuse (%),2023-08-10,1138,ok
VIOLENCE_EXTENTIMP_CHILDHOMEVISIT,Child maltreatment: Extent of implementation of home-visiting programmes,2014-11-25,4318,ok
W11_outside_pack_A,Do health warnings appear on each cigarette package and any outside packaging and labelling used in the retail sale?,2023-12-14,1012,ok
W14_harm_effects_A,Do health warnings on cigarette packaging describe the harmful effects of tobacco use on health?,2023-12-14,1012,ok
W15_specific_hw_A,Does the law mandate specific health warnings on cigarette packaging?,2023-12-14,1012,ok
WSH_30_WAT,Number of diarrhoea DALYs from inadequate water,2022-11-07,1414,ok
W15_specific_hw_B,Does the law mandate specific health warnings on other smoked tobacco packaging?,2023-12-14,1012,ok
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),2026-01-23,241,ok
W17_fines_A,Health warnings on cigarette packaging law requires or establishes fines for violations,2023-12-14,1012,ok
W17_fines_B,Health warnings on other smoked tobacco packaging law requires or establishes fines for violations,2023-12-14,1012,ok
W2_pc_front_back_B,Percentage of principal display area mandated to be covered by health warnings - front and back of other smoked tobacco packaging,2023-12-14,1012,ok
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),2026-08-05,47,ok
W6_font_B,"Does the law mandate font style, font size and colour of health warnings on other smoked tobacco packaging?",2023-12-14,1012,ok
W9_no_obscure_A,Health warnings on cigarette packaging must not be obscured in any way including by required markings such as tax stamps,2023-12-14,1012,ok
W8_princ_langs_C,Are the health warnings on smokeless tobacco packaging written in the principal language(s) of the country?,2023-12-13,1013,ok
wast5,Wasting prevalence in children aged < 5 years (%),,,empty
W20_flavours_C,Smokeless tobacco packaging and labelling must not use descriptors depicting flavours,2023-12-13,1013,ok
WHOSIS_000006,Infants exclusively breastfed for the first six months of life (%),2022-08-12,1501,ok
W5_top_side_B,Health warnings on other smoked tobacco packaging must be placed at the top of the principal display areas of the package,2023-12-14,1012,ok
W5_top_side_C,Health warnings on smokeless tobacco packaging must be placed at the top of the principal display areas of the package,2023-12-13,1013,ok
TB_c_lab_sm_100k,Laboratories providing tuberculosis diagnostic services using sputum smear microscopy (per 100 000 population),2015-10-21,3988,ok
W7_rotation_B,Are the health warnings on other smoked tobacco packaging rotating?,2023-12-14,1012,ok
W6_font_A,"Does the law mandate font style, font size and colour of health warnings on cigarette packaging?",2023-12-14,1012,ok
TB_c_ret_tsr,Treatment success rate: previously treated TB cases,2025-11-11,314,ok
W6_font_C,"Does the law mandate font style, font size and colour of health warnings on smokeless tobacco packaging?",2023-12-13,1013,ok
W7_rotation_C,Are the health warnings on smokeless tobacco packaging rotating?,2023-12-13,1013,ok
TB_c_notified,Total number of notified TB cases,2015-10-21,3988,ok
W8_princ_langs_A,Are the health warnings on cigarette packaging written in the principal language(s) of the country?,2023-12-14,1012,ok
W9_no_obscure_B,Health warnings on other smoked tobacco packaging must not be obscured in any way including by required markings such as tax stamps,2023-12-14,1012,ok
TB_hiv_cpt_pct,HIV-positive TB patients on CPT (co-trimoxazole preventive therapy) (%),2015-10-15,3994,ok
W7_rotation_A,Are the health warnings on cigarette packaging rotating?,2023-12-14,1012,ok
TB_c_xdr_tsr,Treatment success rate: XDR-TB cases,2025-11-11,314,ok
TB_conf_mdr_tx_pct,Confirmed cases of MDR-TB started treatment for MDR-TB (%),2013-10-10,4729,ok
TB_e_inc_tbhiv_num,"Number of incident tuberculosis cases,  (HIV-positive cases)",2025-11-11,314,ok
TB_hivtest_pos_pct,Tested TB patients HIV-positive (%),2025-11-11,314,ok
TB_hiv_art_pct,HIV-positive TB patients on ART (antiretroviral therapy) (%),2025-11-11,314,ok
W21_emissions_B,Other smoked tobacco packaging and labelling must not display quantitative information on emission yields (such as tar nicotine and carbon monoxide) including when used as part of ,,,empty
W22_emissions_qual_C,Smokeless tobacco packaging and labelling must display qualitative information on relevant constituents and emissions,2023-12-13,1013,ok
W22_emissions_qual_B,Other smoked tobacco packaging and labelling must display qualitative information on relevant constituents and emissions,2023-12-14,1012,ok
W24_exp_date_A,Cigarette packaging and labelling must not display expiry dates,2023-12-14,1012,ok
